,video_id,video_title,upload_date,view_count,like_count,comment_count
219,vL_V_Ej4J50,Health Insurance Claims - REFORMED!,2021-09-28,132290,6258,844
220,3pZaYlnHl_0,What is Invoice Discounting?,2021-09-25,125899,4486,356
221,W1CvDxaizCU,Real-life lessons I learnt from Stock Investing,2021-09-23,96077,5061,324
222,ggVrFEzCfZI,The advice that changed my life!,2021-09-21,346685,23246,1266
223,I1lqmk6K6eA,Making money as a college student | Ankur Warikoo HIndi Video | How to make money Online in 2021,2021-09-18,651643,35239,863
224,cosjtcWyWlI,How does compounding work | Ankur Warikoo Hindi Video | Power of compounding,2021-09-16,608509,35117,2130
225,SoyNG31EAUw,Top Skills to learn before your 30s | Ankur Warikoo Hindi Video | Online Courses- My recommendations,2021-09-14,618336,40299,1114
226,g-hir-4WzfU,Building an Emergency Fund | Ankur Warikoo Hindi Video | Financial Planning for Beginners,2021-09-11,1076225,43630,2910
227,wXHJS4guEK4,Invest in Stocks with NO RESEARCH! | Ankur Warikoo Hindi | Idea Investing | Safely invest in stocks,2021-09-09,224354,9196,1015
228,DABiow1yw7c,DID YOU KNOW OF THESE INSURANCE PRODUCTS? | Ankur Warikoo Hindi Video,2021-09-07,85536,3219,278
229,PszPKozElCc,REVEALING MY NET WORTH! | Ankur Warikoo Hindi Video | How to calculate your net worth,2021-09-04,561937,22324,2789
230,NyiOx4ZsGns,Future of Crypto in India | Cryptocurrency Investing x Nischal Shetty - Ep 6 | Ankur Warikoo,2021-09-02,105248,3746,1120
231,RtN96mI6wt0,5 Ways I mastered speaking in English | Speaking English Fluently | Ankur Warikoo Hindi,2021-08-31,813007,41150,986
232,R7dmubi5GXA,My FAVOURITE purchases under INR 1000! | Ankur Warikoo Hindi | Cheap everyday products,2021-08-28,243484,10192,6222
233,xvYCUkfp11U,US Stock Investing - Things to keep in mind | Ankur Warikoo Hindi Video | Stocks to buy 2021,2021-08-26,109730,4452,826
234,AuEfteEGvWo,"Auto Insurance - WHY, HOW and WHEN? | Ankur Warikoo | Buying or Renewing Vehicle Insurance in India",2021-08-24,279505,6193,350
235,krwSDbuHWd4,Picking Stocks for Long term Investing in 2021 | Investment Strategy for Beginners | Ankur Warikoo,2021-08-21,1530166,70582,5283
236,AJzjBVbT1V0,Safely storing Crypto in 2021 | Cryptocurrency Investing x Nischal Shetty- Ep 5 | Ankur Warikoo,2021-08-19,51823,1887,350
237,XDK1J795kV4,My Favourite Money Apps? | Ankur Warikoo HIndi Video,2021-08-17,299626,13334,4933
238,-4v5IxpfEfk,My Stock Investing Strategies | YouTube LIVE with Ankur Warikoo,2021-08-14,311366,11180,1068
239,sYuzikmYLMo,Health insurance for yourself | Ankur Warikoo Hindi Video- Choosing the best Health Insurance Policy,2021-08-12,181833,6402,575
240,CTRqoPfVcbU,12 online courses that can make you RICH! | Passive Income Hindi Tips 2021 | Ankur Warikoo,2021-08-10,218123,13213,4957
241,1DRq8N7SpYc,How do SIPs work? | Ankur Warikoo | SIP or Lumpsum - which one is better? | Hindi Video,2021-08-07,1676087,49963,3074
242,8LxQ8H2A_fU,10 gifts I bought for my parents | Ankur Warikoo Hindi Video | Gift ideas for parents,2021-08-05,204511,10831,11680
243,S_ApIO17UA0,How to invest in crypto | Cryptocurrency Investing x Nischal Shetty- Ep 4 | Ankur Warikoo Hindi,2021-08-03,94136,3113,291
244,PbbAGhPjSPI,What are dividends? | Ankur Warikoo Hindi video| Dividend Stocks and Investing | Stock market basics,2021-07-31,396979,17997,1531
245,RuxvEZSYaTE,My favourite mobile apps | Ankur Warikoo | Must-have apps in 2021,2021-07-29,198812,8977,12173
246,d1_3tGM-Na0,Futures and Options Explained | Ankur Warikoo Hindi Video | Futures trading,2021-07-24,385712,17033,1634
247,6LY2nk1ASJc,"From IIT Engineer to YouTube Creator | Ankur Warikoo ft. Vikrant Kirar, @Crash Up | Content Creation",2021-07-22,96107,4835,605
248,1j8X26aka-I,How to buy and sell Cryptocurrency | Cryptocurrency Investing x Nischal Shetty- Ep 3 | Ankur Warikoo,2021-07-21,107062,3201,281
249,yydb_gBpEA0,How to repay loans quickly | Ankur Warikoo Hindi Video | Pay off debt faster | Calculator included,2021-07-17,2546586,81264,11980
250,ZKklM6elTxU,IPO Investing Strategy 2021 | How to invest in IPOs on your broker account? | Ankur Warikoo Hindi,2021-07-14,291827,10679,643
251,IRxTCory62Y,Understanding Life Insurance | Ankur Warikoo Hindi Video | Choosing the best life insurance policy,2021-07-13,300695,10993,496
252,a88QCJyYmqI,Making money in all time high markets! | Bull market Investing tips for Beginners | Ankur Warikoo,2021-07-10,185319,8619,675
253,XkL37kTun1M,Why SO MANY Crypto coins? | Cryptocurrency Investing x Nischal Shetty - Ep 2 | Ankur Warikoo,2021-07-06,102053,3903,297
254,SzgwRuKvC0c,Financial Goal Setting - How to plan your journey | Ankur Warikoo Hindi Video | WITH CALCULATOR,2021-07-01,911931,34650,1648
255,9gux3gVEuhw,How an MBA changed my life | Ankur Warikoo Hindi Video | Should you get an MBA?,2021-06-29,99485,5842,695
256,GCXbjwg7gqY,Best Books on Money | Ankur Warikoo Hindi Video | Quotes on money | Book Recommendations,2021-06-26,114577,6775,6574
257,zQ7EIbpm_d0,Top Creators I learn from | Ankur Warikoo Hindi Video | Online learning,2021-06-24,126937,8142,3092
258,isx07mGFYW8,Why was Bitcoin invented? | Cryptocurrency Investing with Nischal Shetty - Episode 1 | Ankur Warikoo,2021-06-19,155567,7068,1082
259,QS8wrTYE4bw,My email productivity hacks | Ankur Warikoo | How to be more productive at work,2021-06-17,87362,4103,323
260,DpFXj2evzPY,Top Income Tax Saving Tips for 2021 | Tax Planning Guide for a Salaried Professional | Ankur Warikoo,2021-06-15,611695,22874,1640
261,rzsvagvZbS0,Top 5 Stock Investing Strategies | When to Buy or Sell? | Stock investing for beginners | Warikoo,2021-06-12,198889,9852,1148
262,bKgidJWVT2g,"Earn 30LPA as a Software Engineer | Ankur Warikoo x Anshuman Singh, Scaler Academy",2021-06-10,136399,4249,961
263,YSihe9BEV5Q,Credit/CIBIL Score explained in Hindi | Applying for a loan? | Ankur Warikoo,2021-06-08,124784,5223,414
264,vMLh16fw_Dk,My Smallcase Investing Strategy in 2021 | Investing for Beginners | Ankur Warikoo Hindi Video,2021-06-05,447346,16463,1955
265,2b-H6HWRtBo,How to raise funds for your startup | Ankur Warikoo | Startup funding in Hindi,2021-06-03,104707,5701,1189
266,6AFKmwumdl0,How to make money in your 20s | Passive Income Ideas for 2021 | Ankur Warikoo Hindi Video,2021-06-01,327684,22962,1446
267,BdO1sPdfxSQ,20 Online courses you must check TODAY! | Top Skills for 2021 | Ankur Warikoo Hindi Video,2021-05-29,681300,40707,2180
268,xcgzPjH9Vh8,20 Foreign Tech Stocks to buy in 2021! | Ankur Warikoo Hindi | Stock Market Investing for beginners,2021-05-27,175406,8191,4211
269,FyB5inp5r6M,Should you buy US Stocks? | Investing Strategies 2021 | Ankur Warikoo Hindi,2021-05-25,495197,24106,3665
270,5uaXq-xDp2g,"How to budget, save and make money | Ankur Warikoo | Money Management Tips | 50-30-20 Rule",2021-05-22,1492688,59195,4865
271,8ZRypDjPN8U,How to plan your career | Success Mantra | Ankur Warikoo Hindi Video,2021-05-20,171386,11468,1277
272,s6fye8WwN_4,20 Books to read in your 20s | Ankur Warikoo Book Recommendations 2021 | Must read books for all,2021-05-18,745502,43659,19467
273,HyOdHAFqsfU,Complete Zerodha Kite Tutorial - stock investing| Ankur Warikoo Hindi,2021-05-15,1232882,42416,2504
274,Uwk86DUPywI,Startup terms you need to know in 2021 | Ankur Warikoo | Startups in Hindi | VC Lingo,2021-05-13,105184,6605,521
275,ALxyE0dxcy0,How to listen to Audiobooks? - 3 Steps  | Ankur Warikoo | A beginner&#39;s guide,2021-05-11,181650,8608,559
276,WDypUuRJdJs,Should you Invest in Gold? | Investment Strategy 2021 for Beginners | Ankur Warikoo Hindi,2021-05-08,347922,14580,2072
277,kkNS_1I64c4,Truths behind becoming a SUCCESSFUL Entrepreneur | Owning your Startup in India | Ankur Warikoo,2021-05-06,93232,5828,529
278,E0kTiBHkabQ,What is Smallcase? | Ankur Warikoo | How to invest in smallcase | Step-by-step tutorial 2021,2021-05-04,923432,36378,2585
279,QxGShmS5hcc,Best way to use Credit Cards | Ankur Warikoo Hindi Video | Passive income using credit cards,2021-05-01,1673929,61297,4451
280,xY8Fs7z7O0o,My MBA Experience | Ankur Warikoo | Should you go for an MBA? | Planning your career,2021-04-29,133677,7010,470
281,ACpQo1a_RBk,How to Invest in Mutual Funds? | Investing Strategy for Beginners in 2021 | Ankur Warikoo Hindi,2021-04-27,836594,30736,2275
282,Xe73QsB-kb4,All that you SHOULD be doing in the current COVID situation | Ankur Warikoo Hindi | Home remedies!,2021-04-24,48144,3795,316
283,WacS0fiUnUs,Cryptocurrency and Bitcoin for Beginners | Ankur Warikoo ft. Coinswitch CEO | Best Cryptocurrency?,2021-04-22,271773,9299,3119
284,U0gvKt7TKic,10 Productivity tips and tricks that work | Ankur Warikoo Hindi Video | How to be more productive,2021-04-20,593289,30309,1891
285,nbrkmJTuGoY,Best Personal Finance strategies for 2021 | How to manage your money | Ankur Warikoo Hindi,2021-04-17,198775,9185,1422
286,jbgvt-IZlW0,Harsh Truths about Relationships | Ankur Warikoo Hindi Video | All about relationships,2021-04-15,170621,10862,794
287,AqrPcMYzmcc,How to become a better Reader! | How do I read my books? | Ankur Warikoo Book Recommendations,2021-04-13,262596,15224,5039
288,tN3ZtnswCWI,How to Invest in your 30s? | Stock Market Basics For Beginners in 2021 | Ankur Warikoo,2021-04-10,125509,6016,1109
289,c7b_y9aY4d0,Unboxing my YouTube silver play button! #shorts | Ankur Warikoo,2021-04-10,102595,4759,355
290,nuE623i5HAc,Is an MBA important to start a business? | Management for entrepreneurs | Ankur Warikoo Hindi Video,2021-04-08,69690,4313,358
291,wMGd43HkVJg,My content creation strategy | How I make 60 posts in 1 week! | Ankur Warikoo Hindi,2021-04-06,106269,6135,686
292,6EAlnT5Eea8,Earn more than Fixed Deposits | What are Corporate Bonds? | How to Invest in 2021 | Ankur Warikoo,2021-04-03,365990,14525,2061
293,UOm8fJAdMig,5 books that are for EVERYONE | Book Recommendations 2021 in Hindi | Ankur Warikoo Hindi,2021-03-27,500143,22040,10063
294,i6rigYunmdg,Is post-graduation needed to be successful? | Ankur Warikoo Hindi Video | Should you go for an MBA?,2021-03-25,142526,4870,656
295,uYNfT6B2Hqg,BEST Money Management tips for 2021 | Budget and track your money | Ankur Warikoo HIndi,2021-03-23,301609,11316,1002
296,oQ5GdQyxRE4,10 success Habits that WILL change your LIFE! | Ankur Warikoo Hindi Video | Must Watch for All,2021-03-20,378547,22344,4344
297,6a3qJ-qJCIE,Truths about Startup funding - everything you need to know | Ankur Warikoo Hindi Video,2021-03-18,91021,4692,325
298,nmjbzn1eKuM,Stock Analysis For beginners | Share Market Investing explained! | Ankur Warikoo Hindi Video,2021-03-16,370511,17021,911
299,tNH9DrOmtUI,Make money on YouTube in 2021 | Passive Income Ideas | Ankur Warikoo Hindi,2021-03-13,66059,3994,411
300,p4YBeXhkmyI,How to deal with toxic people at work | Ankur Warikoo Hindi Video | Surviving office politics,2021-03-11,57149,3194,317
301,W0_pFrZc8MI,Brokerage and Tax on Stocks | Investing for Beginners | Ankur Warikoo,2021-03-09,112950,6032,623
302,ciWN54s9nmQ,How to earn by teaching online | Ankur Warikoo Hindi Video | Make money online,2021-03-06,113695,5136,443
303,op_jwGT6Bvc,Time management tips for students and working professionals! | Ankur Warikoo Hindi Video,2021-03-04,632819,36293,4056
304,m_557UrDLRY,One of the MOST important things for a Startup Founder | Ankur Warikoo | Startups in Hindi,2021-02-27,73535,4736,397
305,39k7n0UZBHs,5 reasons to do an MBA in 2021 | Answering your questions | Ankur Warikoo Hindi,2021-02-25,371078,18945,1331
306,3p8G1SrW6Hk,What are the startup ideas of the future | Covid Proof Businesses | Startup ideas for 2021,2021-02-20,558413,17515,2550
307,dY8Rlm0K8Eo,How to earn money online in 2021? Top 10 Passive Income tips for students | Ankur Warikoo Hindi,2021-02-18,720735,31504,1553
308,sn5yeZrll5g,5 ways to make money while you sleep | Advice for every 20 year old | Ankur Warikoo Hindi,2021-02-16,777024,37610,1359
309,QEK8CgKpfAI,3 unusual books for Leaders | Ankur Warikoo Hindi video |  Book Recommendations,2021-02-13,116243,6628,3014
310,fkg6-CVyQ3Y,3 tips to get an Internship in 2021 | Ankur Warikoo Hindi Video | Off-Campus Internships Strategy,2021-02-11,246168,15624,472
311,jwsr3kXru7g,Basics of Stock Market | Investing vs Trading  | Investment strategy 2021 | Ankur Warikoo Hindi,2021-02-09,364890,19476,1776
312,1Cxj4uqNlg8,Getting a job at your dream startup! | Ankur Warikoo Hindi Video | 5 MUST KNOW Tips,2021-02-06,55489,2931,363
313,dQ7Q8ZdnuN0,Resume Tips for Jobs and Internships | Career Advice Hindi Video | Ankur Warikoo,2021-02-04,456994,19222,1922
314,JIRNNUANSYY,Should You BUY a new car? | Leasing or Renting a Car | COMPARE COSTS! | Ankur Warikoo Hindi,2021-02-02,728387,26129,2741
315,93LLYkn8wls,Raising funds in a startup EXPLAINED | Ankur Warikoo Startups | Business Hindi video,2021-01-30,301747,12925,1031
316,x9Yk06_l3S8,Online Degrees in India in 2021 | Ankur Warikoo Hindi Video | Internet courses explained!,2021-01-28,93147,4714,361
317,e0frvHLHMGI,What is the reality of Bitcoin? | Best Cryptocurrency? | Investing for Beginners | Ankur Warikoo,2021-01-26,302674,12436,4322
318,US4aKF1BseA,Billion dollar startups in India | My favourite Indian Startups in Hindi | Ankur Warikoo,2021-01-23,126653,5454,2657
319,feXm7H2ILuI,What job is right for you? | Find work you love | Ankur Warikoo Hindi video,2021-01-21,59308,4543,417
320,yNaN5kYTNLY,Complete Financial Planning for your 20s! | Investing for Beginners 2021 | Ankur Warikoo Hindi,2021-01-19,2778359,129757,13358
321,jzCSvpX19wQ,5 tips to crack Job Interviews | Ankur Warikoo Hindi Video | Online Interview tips 2021,2021-01-16,76268,4074,200
322,dqAe0x4pRTg,Why being Laid off from Work or Studying can be a bliss | Ultimate Career Advice | Ankur Warikoo,2021-01-14,40590,2705,444
323,7F7VGCfsasE,What is the difference between CTC and Net Salary and Gross Salary? | Ankur Warikoo Hindi Video,2021-01-12,533589,25624,1196
324,XKhizGVv80s,ESOP - Employee Stock Option Plan EXPLAINED in Hindi | Ankur Warikoo Startups | Startup Video,2021-01-09,259604,9344,793
325,eqxx2lwgarc,Best books I&#39;ve read | Book Recommendation in Hindi | Ankur Warikoo books,2021-01-07,493563,25526,1667
326,I3YGFeyxr98,How to Buy and Choose a Life Insurance? | Insurance explained in Hindi | Ankur Warikoo,2021-01-05,300907,11000,868
327,cpw4Cg3Gpx8,Should I buy or rent a house in 2021? | Financial Advice for every 20 year old | Ankur Warikoo Hindi,2021-01-02,1166963,53884,6917
328,DQdJ0vXPrGQ,Setting Smart Goals and building Good Habits! | Ankur Warikoo Hindi | New Year Resolution 2021,2020-12-29,33429,2341,1590
329,9AoAJNENV7Y,Startup or Corporate? | Which one is right for you? | Ankur Warikoo Startups | Hindi,2020-12-26,182194,9760,611
330,hIYSxqrraWA,Stock Market for Beginners | Investing Strategies 2021 | Ankur Warikoo Hindi,2020-12-22,567311,30123,2060
331,PLbgVSd-Nxc,How to test your startup idea? | Business Ideas for 2021 | Ankur Warikoo Hindi,2020-12-19,309606,18411,1320
332,0ayzJbMnBHI,Difference between good company and bad company | Choosing the right friends | Ankur Warikoo,2020-12-17,75745,5164,381
333,QNXTu53lLZA,How to start a successful Business | Covid Proof Businesses | Ankur Warikoo Hindi | Startup ideas!,2020-12-12,117289,6152,386
334,JCqZTE7E9tY,The art of asking | Ankur Warikoo हिन्दी वीडियो | Professional growth,2020-12-10,21786,1621,126
335,POdzdc-WNOY,Stock Market for Beginners | Investing in the Share Market | Ankur Warikoo Hindi,2020-12-08,104399,4937,269
336,5A4lXiG8FJw,Top 5 learnings from Rework by Jason Fried | Rework Summary in Hindi | Ankur Warikoo Books,2020-12-05,205212,10998,548
337,CBu2tcz30Bg,If You Feel You Are Letting your Parents Down - WATCH THIS | Ankur Warikoo Hindi videos,2020-12-03,18663,1829,118
338,0t_VoN_xYGY,My Investing strategy | How do millionaires invest? | Ankur Warikoo Hindi,2020-12-01,571551,26805,2642
339,jfeYsRZkTi8,Becoming a SUCCESSFUL Entrepreneur | How to start-up your business 2021 | Ankur Warikoo,2020-11-28,62007,4141,333
340,uNpGIRYUiEI,How to let go | Dealing with guilt | Ankur Warikoo hindi videos,2020-11-19,26839,1817,82
341,X4HcuMtu5zc,Should you take an education loan? | Education Loans in India 2021 | Ankur Warikoo Hindi Video,2020-11-17,254797,14826,638
342,3pOnh2XPbO4,How to get promoted at work | Asking for a promotion in your job | Ankur Warikoo Hindi,2020-11-15,24952,825,40
343,o15RXYf8Oiw,How to handle pressure | train yourself | Ankur Warikoo,2020-11-12,12296,671,18
344,UZYeoQbkh-Y,Jack of all trades master of none | Specialist or generalist? | Ankur Warikoo,2020-11-10,41575,2759,142
345,v9cS4F9BmwM,Feeling stuck and want to jump start your career? | how to stay motivated | Ankur Warikoo,2020-11-07,7767,412,22
346,Dl2WPwLD3vs,Tier 2 college now or tier 1 college later | Good things take time | Ankur Warikoo,2020-11-06,16511,1017,48
347,yAF7zt0vjzg,DO NOT do THESE common job MISTAKES! | Interview Tips | Ankur Warikoo,2020-11-05,16726,1060,23
348,Z-eh0t3OR80,Networking tips | Ankur Warikoo | approaching people for help,2020-11-04,11861,815,19
349,I0eW_Xp8_9s,Get out of your comfort zone | how to grow | Ankur Warikoo,2020-11-03,20354,1132,17
350,7hvaUSz0OO0,Internships/Jobs reaction video | Ankur Warikoo | Is it the same everywhere?,2020-11-02,4863,402,18
351,0kElhdo0DwI,A 16-year old doesn&#39;t know what to do in life | Ankur Warikoo | Decision Making Process,2020-11-01,17988,1476,69
352,savwVzZh5go,Public Speaking Skills | Boost your Confidence | Ankur Warikoo,2020-10-29,112082,7505,261
353,f5YZC8XNChk,Unhappy with your Job? Should you quit? | Ankur Warikoo Jobs | Jobs Advice in Hindi,2020-10-28,17155,1098,58
354,tQ7jI_94iuw,Should I take a gap year? | Ankur Warikoo | Advice for every 20 year old,2020-10-27,20585,1564,84
355,FYYMzYdXkN8,Finding Happiness in Life | Ankur Warikoo Hindi Video | Life Advice,2020-10-26,15471,1103,65
356,bVcu3PxA_cU,Always ask WHY first | Ankur Warikoo motivation | Life Lessons | Career advice,2020-10-25,4069,277,14
357,TITs-R1BM-M,3 money management tips | Best Personal Finance Strategies | Ankur Warikoo Hindi Video,2020-10-24,62381,2660,77
358,hB0rspHURhQ,How to stay motivated all the time | Ankur Warikoo | Stay inspired 24X7 | Motivational Video,2020-10-22,17278,1054,31
359,aIDpPkhLvKI,How to choose a career | Ankur Warikoo | How to decide a job | Career Advice,2020-10-21,11328,733,36
360,_r6f2enui-o,How to negotiate salary | Ankur Warikoo | 4 steps to successful negotiation,2020-10-20,219206,5260,89
361,at3pNucCdE8,The most IMPORTANT advice to success | Ankur Warikoo motivation | Success motivation,2020-10-19,4246,365,21
362,rFf7wPojvzQ,How to deal with haters on Social Media | Ankur Warikoo | Don&#39;t feed the Trolls!,2020-10-18,1913,133,9
363,mt9ruc-iS2I,Common financial mistakes YOU HAVE TO AVOID | Ankur Warikoo | Money mistakes in 2021,2020-10-17,103036,4467,228
364,95OW7_36nqo,Should you wait for the right business idea? | Ankur Warikoo | Entrepreneurship tips | Startup tips,2020-10-16,8523,537,21
365,CPAhCOMhJds,How to choose a career? | Ankur Warikoo | Ultimate Career Advice,2020-10-15,40663,2546,107
366,ymTv1QeUNqI,How to build a strong Company Culture | Ankur Warikoo | Fostering a culture of innovation,2020-10-14,2785,147,4
367,oiDx105TxLU,Reading habits of successful people | Ankur Warikoo Books | Motivational Video,2020-10-13,47180,2747,66
368,rKs77XqugjU,20 books you NEED to read | Book recommendations for personal growth | Ankur Warikoo Hindi,2020-10-11,136556,6933,198
369,Ge075ffkfT4,How to manage your money like THE RICH | Ankur Warikoo,2020-10-10,99430,4270,141
370,GA1VtMD5Fcs,What if you were immortal? | Ankur Warikoo | Interview Questions and Answers | How to plan your life,2020-10-09,1878,129,19
371,Gvm_XRbXiJ4,Do this EVERY MORNING! | Habits of successful people | Ankur Warikoo,2020-10-07,340568,16063,465
372,zUZ-gglWOw4,Is comfort zone ruining your life? | Find your motivation | Ankur Warikoo Hindi Video,2020-10-05,466750,28071,565
373,qv2R-97LdJE,College entrepreneurship: My thoughts | Ankur Warikoo | Entrepreneurship Myths,2020-10-04,4055,238,15
374,0z6XHmmieq0,How to ask for feedback | Ankur Warikoo | wari-Q Episode 27,2020-10-03,2594,189,18
375,uvvuO2E36kU,FEAR OF FAILURE | Ankur Warikoo | Overcome the worst time of your life!​,2020-10-02,4188,195,4
376,po6zkMXm9MQ,Is there a lion in you? | Ankur Warikoo Hindi | Motivational Speech,2020-09-30,3762,321,27
377,FzTNKcJMCuA,People judged him- He shocked them with his talent | Ankur Warikoo | Never Give Up,2020-09-29,3470,303,23
378,nrCDah5ie3g,What to do when you&#39;re HURT? | Ankur Warikoo Hindi Video | How to be Happy?,2020-09-28,12454,905,41
379,za5NkfvM94E,"How to be impactful in life | Ankur Warikoo | Life Lessons | Confidence, Opportunity, Capacity",2020-09-27,2300,96,11
380,lPVTnHHSUpM,Building good and healthy habits | 3 IMPORTANT tips | Success Habits of millionaires!,2020-09-26,35733,1925,67
381,_wQGd6Crkaw,Cold emails: How to write an email | Ankur Warikoo | 3 steps to writing the perfect cold email,2020-09-25,39131,2191,29
382,z_PUNCzVFd4,Marketing strategy in COVID times | Ankur Warikoo | Managing through Crisis | Coronavirus,2020-09-24,2140,113,8
383,ySVVuwo9wuY,Best Advice for every 20 year old | Ankur Warikoo | Discover your passion,2020-09-23,129490,8814,291
384,M4sOzHPF3ZU,Why I chose to come back from the US | Ankur Warikoo ft. @BeerBiceps  @Ranveer Allahbadia,2020-09-21,4974,232,4
385,kDM3EzZEhmg,Networking tips | How to connect with the right people FOR YOU! | Ankur Warikoo,2020-09-20,8029,352,21
386,fnBRpKKpEeI,My Resume of Failures | Ankur Warikoo | CV of Failures | Motivational Video | wari-Q Episode 25,2020-09-19,5516,397,39
387,dQNUoxycGBQ,LIVE WITHOUT REGRETS | Ankur Warikoo | Personal Growth and Self Improvement | What if?,2020-09-18,4505,408,15
388,2HBcI32BAz8,Logic vs Emotion | The Secret to Personal Growth | Ankur Warikoo,2020-09-17,5660,291,16
389,tndcxA7sT2E,Ways to discover your passion | Ankur Warikoo | What do you want in life?,2020-09-16,70712,5595,175
390,gigi9RKe_Wc,Own your life | Ankur Warikoo motivation | Live life on your own terms,2020-09-15,12842,770,50
391,txH2hVl8pDs,Food IS NOT your only diet | Ankur Warikoo | Feed Your Brain!,2020-09-14,9062,752,25
392,lsTbag2kIO4,LinkedIn Connections and Social Selling | Friday Night live with Ankur Warikoo | Networking tips,2020-09-13,4438,180,8
393,fkVUmPtlhSI,Important mistakes to AVOID in your 30s | Personal Growth | Ankur Warikoo motivation,2020-09-12,41319,1811,104
394,j9pqiNdE430,Do good in silence | Doing the right thing even when NO ONE is watching | Ankur Warikoo,2020-09-11,1656,130,7
395,xEGTpBeblAM,What to do after 12th? | Ankur Warikoo | Choosing the best career option | Career Advice,2020-09-10,4497,360,16
396,kmNzgMksTi4,Live in the present not the past | Mirrors not photographs | Ankur Warikoo motivation,2020-09-09,1984,189,10
397,DLwz0awbGwg,How to charge people for your work?  | Freelancing tips | Ankur Warikoo,2020-09-08,3861,333,19
398,jUCRrobU1g0,20 mistakes to avoid in your 20s | Every 20 year old NEEDS to hear this! | Ankur Warikoo,2020-09-05,119211,7715,353
399,jkpYqut2a50,Conflict Resolution: Managing disagreement with boss | Ankur Warikoo | Conflict management,2020-09-03,2038,112,8
400,lCaj5naCYpU,Focusing on one thing at a time | Ankur Warikoo | Multitasking | Productivity | Goal setting,2020-09-03,4622,393,29
401,sOt17lRzbxE,My opinion on Period Leave in India | Ankur Warikoo | Fighting taboos,2020-09-01,2160,150,16
402,x1FEXzllR_w,How you can choose your career path | Ankur Warikoo Career Advice | Valuable Tips,2020-08-31,12928,910,56
403,fkc-QmIL2WY,The best way to sharpen your brain | 3 important things to keep in mind | Ankur Warikoo motivation,2020-08-29,72703,4960,138
404,yd7uua3TzH4,Why I do what I do | Ankur Warikoo | My gratitude affirmations,2020-08-28,1403,88,5
405,dYJRKMVtzwI,Are you proactive or reactive? | Ankur Warikoo Hindi | Growth Mindset,2020-08-27,2824,209,12
406,U-PDk_f-o5E,How to fire someone the right way | Ankur Warikoo | Professionalism and ethics in the workplace,2020-08-26,1539,77,8
407,kQhDNTc7iN8,How to forgive someone who hurt you | Ankur Warikoo motivation | Been hurt?,2020-08-25,5287,376,15
408,u5iU5_3VPG0,Life is a game: Here is the cheat code! | Ankur Warikoo Hindi | Taking risks in life | Motivational,2020-08-21,2799,188,16
409,UXo01OVhW7E,How much is your time worth? | Ankur Warikoo ft. @Tanmay Bhat | The value of your time,2020-08-20,5977,334,20
410,MA_e6aL3e3k,Things I&#39;d tell to my 20-something self | Find out what you want to do in life | Ankur Warikoo,2020-08-19,64979,5205,192
411,z8H-b2nfzKw,The time I discovered I was a Genie! | Friday Night Live with Warikoo | Episode-2 | Ankur Warikoo,2020-08-16,2590,147,15
412,2CV6nzeyg7s,Getting your dream job | Cold email techniques for 2021 | Ankur Warikoo,2020-08-15,96039,5869,200
413,FK21biljMhQ,My relationship with Money | Ankur Warikoo ft. @Tanmay Bhat,2020-08-14,10040,436,17
414,I8SxDxUkvyg,The reality of entrepreneurship ft. @Tanmay Bhat | Business Future of our country | Warikoo Videos,2020-08-12,6140,309,13
415,9pOxtHhIUTI,Why do we seek validation? | Ankur Warikoo | Hindi | The science behind showing off,2020-08-11,4490,334,24
416,EbnGHsVy9-M,DON&#39;T GET COMFORTABLE | Ankur Warikoo w/ @Tanmay Bhat,2020-08-10,7127,481,20
417,Vx_1EIbUu60,Friday Night Live with Warikoo | Episode-1 | Ankur Warikoo | Awareness is Everything,2020-08-09,3728,205,33
418,evmDvjzFv54,How to convince your parents? | Ankur Warikoo | wari-Q Episode 18 | Convincing your family,2020-08-01,4808,335,46
419,fZri1J5aC0w,Ankur Warikoo&#39;s Failure Resume | My CV of failures | Ankur Warikoo हिंदी वीडियो,2020-07-29,49256,3226,281
420,QQGLof2Nttc,Learn a skill in 3 steps in 2021 | Ankur Warikoo | Top skills to learn in 2021,2020-07-25,21353,1282,78
421,Alk8xSxnWWQ,How to Boost your Self Confidence? | Ankur Warikoo motivation | Do you feel inferior to others?,2020-07-11,56599,3648,258
422,2VG1Px105Vc,How to write cold emails | Steps to writing a perfect cold email | Ankur Warikoo,2020-06-27,151257,7929,239
423,HN9A_8Sm5Xs,Ikigai in Hindi explained | Discover your passion! | Ankur Warikoo,2020-06-24,86185,5484,287
424,GymvWtiSy5E,Dealing with Office Politics | Important tips | Ankur Warikoo | Career Advice 101,2020-06-20,61453,2360,133
425,CXhmv35nHgA,How I deal with negative thoughts | Ankur Warikoo | Stop negative thoughts,2020-06-13,11959,690,80
426,qZhdowU_TIw,How to stay motivated | Break Bad Habits | Ankur Warikoo Motivation,2020-06-06,18595,1253,71
427,NZw4hNJGgSQ,Your network is your NET WORTH | Networking tips | Ankur Warikoo,2020-05-30,138844,7433,435
428,2wAQHlS_2io,Starting a business in 2021 | Should you launch a Startup? | Ankur Warikoo,2020-05-23,54935,2296,147
429,bJMlJnc4IDA,How to deal with problems in life | Ankur Warikoo Hindi | Motivational Speech | Solving Life Problem,2020-05-20,21534,1325,77
