,video_id,video_title,upload_date,view_count,like_count,comment_count
276,yPtUDNUO7BQ,BEST TIME to invest in this sector? Massive growth potential in Airlines?,2021-10-07,87196,2836,628
277,wAwgtXOEUHk,Should you INVEST in the US or India? | Where do I invest? | Akshat Shrivastava,2021-10-06,67337,3421,453
278,upet0P9p3xU,My stocks and crypto picks for October | My monthly investments (SIP) | #Stocks and #Cryptos,2021-10-05,211344,7690,1649
279,2pV0ZMtF5K0,Fundamental analysis of a MONOPOLY STOCK,2021-10-04,119843,3879,886
280,-fktVCXDDac,Monopoly Stock: Buy or Sell? (SWING TRADE),2021-10-03,166390,7470,855
281,S2IX8ph2c-k,Own these assets and GET RICH!,2021-10-02,194122,8142,554
282,PZiMHFOX68s,Why do you pay TAXES? | How government spends your money,2021-10-01,68636,3028,485
283,7tjJ4Ziuy9I,Bitcoin: Is it REALLY an Asset?,2021-10-01,110785,2411,243
284,CW-iEVN8zyk,Where to invest? | Best Mutual Funds (2021  2022),2021-09-30,522814,19799,2063
285,w_i9KxUqc_0,Live investing in Cryptos post China ban,2021-09-29,50364,2076,371
286,Ep08ccGf0mM,6 reasons why I sell stocks,2021-09-28,144007,9345,780
287,QKng1gSDq80,"How the BULL RUN might end? | NIFTY Levels? 10,000?",2021-09-27,145441,5898,762
288,jmJKiPb8Z4o,How NEO-banks can help you save more | #neobanks #Fi,2021-09-26,79163,3005,504
289,y0hokqpsupU,Billionaires who changed their minds about #Bitcoin #shorts,2021-09-26,77510,1794,118
290,UP-n1nt_jo8,Start buying this FUNDAMENTALLY STRONG stock!,2021-09-25,478213,18339,1559
291,VRNUT2Y_ULQ,These 6 financial mistakes will cost you A LOT!,2021-09-24,125567,8650,746
292,ym7FaH2HTQo,How much can you REALLY EARN by working abroad?,2021-09-23,137144,4293,428
293,kbfz7gTaQvg,Understand the NFT game | #NFT explained,2021-09-22,116987,4401,440
294,Zs9d9XidgN0,Market CRASH 2021? China  #Evergrande CRISIS explained,2021-09-21,154485,6369,739
295,V1ZSYo3xAmg,GROW YOUR WEALTH in 10 years | Step-by-step,2021-09-20,212671,10807,522
296,irtdoP3YqCk,How I am preparing for the NEXT BIG CRASH!,2021-09-19,278522,15255,877
297,PhLF0-TjBu4,How did I SAVE  INVEST INR 4.44 CR?,2021-09-18,155797,9593,909
298,KdIIgJkogGk,Make money in STOCK MARKETS- Learn these concepts!,2021-09-17,82080,4249,812
299,ZLp_QBIcbxo,Attend my FREE Masterclass on Personal Finance #Neobanks,2021-09-16,84070,3530,852
300,4FXf_bV95yU,Fundamental Analysis of great stocks (MOAT method),2021-09-15,185790,10931,1309
301,vl47UUNBPaw,CASH VS Cryptos: What will survive? | Cardano vs Ethereum 2.0,2021-09-14,109896,4276,1303
302,iptbESNg_mc,How many stocks should you buy?,2021-09-13,471823,26336,2302
303,v8h_YnNyhWc,Crypto crash soon? [not really!] #shorts #cryptocurrency #bitcoin,2021-09-12,80982,1899,259
304,PTUVVBQyaXE,"Schools DON&#39;T teach you about MONEY, but SHOULD!",2021-09-11,47344,3027,839
305,wBH3iRQgQp0,Investing in Future Tech monopolies | How to invest in the US stocks |#fundamentalanalysis,2021-09-10,120370,3379,916
306,qgFaOB-pNMU,Investing in FUTURE tech monopolies!  # No-FAANG stocks,2021-09-09,186266,5097,1210
307,IsuZEoMGCsA,Should you invest in the market NOW? |#fundamentalanalysis,2021-09-08,148298,9182,1907
308,gWs8iAgB6Ek,Why did I invest INR 85L in these 4 stocks?,2021-09-07,341296,14849,1257
309,qgSCMKaE5TU,How NOT to lose money - &#39;Tulip Mania&#39; explained,2021-09-06,70618,3642,719
310,olJqTa2vzkM,Right way to Invest in GOLD (Digital Gold vs Physical Gold?),2021-09-04,85444,3371,574
311,sqvK5TI1yZc,Blockchain  Corruption Free India | #Cryptocurrencies #bitcoin #ethereum,2021-09-03,54897,2306,455
312,kzZKOSDj4cQ,Use these apps to make money online!,2021-09-02,276099,9614,403
313,v919XbwhwUw,Learn this skill to make A LOT of money | Effective Communication,2021-09-01,78940,3778,336
314,ctYaB_e4Lb0,5 GREAT stocks for long term! #Smallcase,2021-08-31,530854,17524,1320
315,UHkN7ZrvcNQ,Live investing - #FundamentalAnalysis of Stocks! / Understand Sector rotation,2021-08-30,122790,4264,1127
316,kbhdLmMfkfA,How governments rob their citizens? #moneyheist in real life,2021-08-29,109372,12148,1563
317,mFvSaVs7UZo,"How to get RICH, starting from 0 | A complete roadmap",2021-08-27,143582,10760,734
318,-E9pL_Kur1g,Tech stocks overvalued? | Ray Dalio&#39;s strategy analyzed,2021-08-26,87633,6407,698
319,zhzv4eQ97mU,4 stocks in Consumer Durable Goods industry,2021-08-25,147609,8900,598
320,H7LAnBpp2CY,My Philosophy of Money | Silver Play Button Unboxing | Random Chat,2021-08-24,64467,2685,204
321,7L-xmfgKomA,Investing in an UNDERVALUED sector!,2021-08-23,201489,8763,1090
322,f9RjCbTrOSM,Grow your income MASSIVELY! | proven Strategies,2021-08-22,164591,11236,1227
323,NPLa-JDGjcg,How our parents lose money: LESSONS LEARNT,2021-08-21,128960,5102,445
324,CN8PwGi_Spw,Easiest Strategy to Invest in India | Mutual Fund Investment simplified,2021-08-20,90838,3866,449
325,KoT3XAANJak,Market CRASH coming?,2021-08-19,304559,14824,1849
326,-5hLoMZ5cd4,Is Crypto worth anything? #NFT #SMARTCONTRACT | Investing in #Cryptocurrencies,2021-08-16,92369,3173,1066
327,o-OhcV9H6pw,Banking stocks I&#39;m buying | 50L investment,2021-08-14,263473,8351,1039
328,djM5ungZ6mo,IPO Investing | Most Profitable E-Commerce |#NykaaCaseStudy,2021-08-11,162145,7568,707
329,vi7hJLDZIzo,MASTERCLASS Passive Income,2021-08-09,497353,28648,1573
330,b1V2qfgOT9A,Best Platform - Buy and Sell Cryptos! | Fixed Deposits in Cryptos?,2021-08-08,4081229,16906,2737
331,TW3W0W8PTrc,3 GREAT financial decisions I made to become Financially Independent!,2021-08-07,67877,3338,427
332,b46D9QnK4jA,Stock Market Investing | Dividend vs Growth stocks,2021-08-06,154244,7948,564
333,g6UHikNtmy4,Fundamental Analysis of 3 Small Cap and Penny stocks | How to invest in Penny Stocks,2021-08-05,1645886,43386,2871
334,5ov_LiTAn_U,Speak English FLUENTLY!,2021-08-03,1249342,63842,1686
335,IwBu_YYXGzY,Why will I NOT buy a house?,2021-08-02,674023,34641,2614
336,Pbx31ib6gT4,Fundamental Analysis of Cryptocurrencies,2021-08-01,460447,14461,3751
337,7Xc9alkDMH8,My next 3 FINANCIALLY DUMB decisions,2021-07-31,97794,4850,779
338,-xOZP3Ut8J0,Fundamental Analysis of 3 Blue-Chip Stocks! #FundamentalAnalysis,2021-07-30,340106,11058,1131
339,1ktVglH2xk4,"Design a diversified portfolio by using STOCKS, DEBTS, Cryptos (#Bitcoins!)",2021-07-28,103166,4100,650
340,g7jO8Qdn43Y,How Big Ed-Tech can kill the education sector?,2021-07-27,43941,3710,528
341,ByVCe0BmcMQ,Where am I investing?| Cryptocurrency Mini Course - Episode 2,2021-07-25,99215,4407,814
342,0Ef0Iy9Vf_A,How am I investing Rs. 50 lakhs? Strategy Explained!,2021-07-24,310523,13905,1384
343,ie-n7tIX0EU,ITC - Should you Invest? | Fundamental Analysis,2021-07-23,443567,21101,1448
344,2LuanPuxBnE,5 things I did to become financially free at 30,2021-07-22,113254,6072,580
345,ZwPjQYCKzgc,Rising Startups of the future!,2021-07-21,56685,2970,268
346,X9Bk2AlQrDA,How to be a Millionaire? | A step-by-step process,2021-07-19,43373,2331,243
347,PHxVp0eEfPs,Make money via CRYPTOCURRENCIES | Cryptocurrency Mini Course - Episode 1,2021-07-18,206828,8649,1587
348,iSZ0iULWymI,Make BIG MONEY from SMALL AMOUNT! | Investing for beginners,2021-07-17,235112,7140,730
349,Pylw3tqzv1U,FUNDAMENTAL ANALYSIS made easy | Stock Market for beginners,2021-07-16,346270,13896,1088
350,3C6Y8dGF3Sc,"REALITY of SALARIES at IIT, IIMs, ISB and other institutes | Corporate jobs #IIT, #IIM,#ISB",2021-07-15,879403,24299,1360
351,tKm0eTQ8iDw,Zomato: (I) Its (P) Probably (O) Overpriced | Should you invest? #ZomatoIPO #Zomato,2021-07-13,64009,4179,482
352,BSgG3g7ca-g,Why the RICH own NOTHING? | Money Making Habits | #finance #investment,2021-07-12,74497,4439,479
353,E2uMn-tuETY,Health Insurance  Rising Healthcare Inflation,2021-07-11,15602,784,82
354,WNCOSPaOst8,Smallcase investing explained! (How NOT to lose money?) #SmallCase #StockMarketforbeginners,2021-07-10,351076,16837,1569
355,z37HBLc5tco,ABC: Akshat&#39;s Book Club - Deep Work by Cal Newport,2021-07-10,14272,525,37
356,HixoHQPLFSs,"How to invest INR 10,000 per month in a mutual fund? #MutualFunds #InvestmentTips",2021-07-09,303800,15307,1331
357,oMRZj_R2nq8,How Did I retire in my 30s? #financialfreedom #Investing,2021-07-08,251509,15466,1059
358,4_09a-AxUvM,6 Things I will NEVER buy as a Millionaire | #investing #savings #finance,2021-07-07,270261,18379,2016
359,kkftLltoxJo,CASE STUDY: Airlines Industry in India | Should you invest in airlines stock? #BusinessCaseStudy,2021-07-06,26726,1509,210
360,qqYpoFbbzqw,FAKE IT? on your resume and interviews?,2021-07-05,21442,1414,263
361,h56R5N0D9cc,90&#39;s Kids vs GEN-Z | How the world has changed and 3 lessons for you!,2021-07-04,18745,1408,390
362,9vyKAKUX0WI,How to invest your first INR 1 lakh? | Stock Market for Beginners,2021-07-03,532543,22281,2238
363,qZf-_ONigvo,Why are CRED&#39;s advertisements so effective? | #Marketing #CRED,2021-07-01,23294,1158,271
364,EYM2UENSObk,Why do I always smile? Get to know me!,2021-06-30,28194,1784,218
365,I1rafrEcCpA,Importance of #Networking #shorts,2021-06-29,52666,1279,50
366,1EYKX-11aeo,CAREERS in India - Which one should you pursue? | Money earned | Work-Life Balance | Future Prospect,2021-06-28,100978,5384,581
367,U5CYdmsR9Sw,Wait or Invest now? | 3 Lessons | Stock Market Investing,2021-06-26,118261,6941,667
368,XXPo8SvZPpc,ABC: Akshat&#39;s Book Club -  The Psychology of Money,2021-06-26,27699,1201,71
369,mHh6gnYvEFQ,MBA: USA or Europe? | Brand Value | Cost  Scholarships | Job Opportunities |,2021-06-24,66072,3111,705
370,BUJv7ehejpU,Why every Indian needs to get a HEALTH INSURANCE - Health Insurance explained #HealthInsurance,2021-06-22,43241,2851,409
371,krBXdItE5m0,(Still) Running after a job in 2021? Listen to this #CareerAdvice #JobMarketTrends,2021-06-21,785938,53134,2058
372,RpNkyTtmC6o,Against Conventional Wisdom: Is formal education system actually good? #CareerTips,2021-06-20,121627,10162,1262
373,DZYv6-nP5Wc,Should you do a #TechMBA? #shorts,2021-06-20,73069,1554,83
374,_DYuHz9VBLo,Become a MILLIONAIRE by 30! - Investment Strategy Explained | #StockMarketTips,2021-06-19,648380,42369,2638
375,hLqGReZSr5c,"Buy Low, Sell High and make money in STOCK MARKET | Learn how to invest #StockMarketTips",2021-06-18,450907,25467,2075
376,iAtcKU5xIOw,One simple tip to speak English fluently | #BCG #communication #managementconsulting #shorts,2021-06-17,161200,5968,147
377,rT6nZdCZFN8,MBA: India or Abroad? | Brand Value | Career progression | Return on Investment |,2021-06-16,123195,7072,787
378,IvWI14YKw9A,Win an INTERNSHIP/JOB in 2021 | Top tips to bag a job and internship in 2021,2021-06-14,15722,1493,183
379,TXJ-8m9NxJA,How to be HAPPY? | 3-step framework to become happy | Sunday Positivity,2021-06-13,18799,1575,155
380,HSUsSBk7Wqg,INR 1 Cr. in Stock Market | Learn Fundamental Analysis | #FundamentalAnalysis #StockMarket,2021-06-12,583452,31897,2001
381,Q1ZJ3NaVYNA,GET RICH in Stock Market! | Learn fundamental analysis | #BullRun #StockMarketTips,2021-06-11,67952,6327,468
382,GPdaC1957oA,CASE STUDY: TATA Group | A legacy which reformed India | #TATAGroup #Businesscasestudy,2021-06-10,27391,2690,462
383,LNH92gLyWNI,"Career in MIDDLE EAST | Find a job in UAE! | Business hub, location advantage, diversified economy!",2021-06-09,35927,3675,370
384,NjARAAZnoB0,Should you do an MBA? | A 5-points analysis #MBAtips,2021-06-08,45497,4973,421
385,4TbdqWbF_PE,GET RICH by analyzing stocks! |  Gain 123% return in 30 days | #Stockanalysis,2021-06-05,222627,14316,1083
386,hzhqDyZTpfU,Case Study: ZERODHA | A leading voice in Finance World | #BLUEOCEANSTRATEGY #Zerodha,2021-06-04,32760,2483,369
387,Fi_kMc6hLxI,Become wealthy and invest in &#39;assets&#39; | Learn Personal Finance,2021-06-03,36902,2284,274
388,BH96YTu88p8,FOMO Marketing in Ed-tech | Lord Voldemort&#39;s Indian Startup?! | Homeschooling |#UPSC #IIT #EdTech,2021-05-31,30880,2520,488
389,Vh0f3K8Jp1I,Best Career Paths in India! | Job Market Analysis | Changes in the market |,2021-05-30,54376,3107,330
390,-ZiHE82-x3c,"INVESTMENT BANKING vs. MANAGEMENT CONSULTING | Which career to pick? | Work, Lifestyle, Salaries",2021-05-29,49315,2850,406
391,H0WD-yF9AGo,Amazon MGM deal: Netflix competition? | Jeff Bezos&#39; REAL Gameplan  | Amazon Prime vs Netflix,2021-05-28,18518,1248,177
392,BfTtp-5nfK4,Case Study: Zomato&#39;s IPO | Business model | Swiggy competitor | Management Consultant Analysis,2021-05-26,140859,6385,860
393,XNTNdNL0HBw,GET RICH by INFLATION | How can inflation help you get richer!,2021-05-25,122951,4492,509
394,7o9faZReOuI,"MBA in USA? Here&#39;s the checklist | Admission criteria, financing options and profile #casestudies",2021-05-24,50802,1844,391
395,bd2YlYE2DFY,How to become an INVESTMENT BANKER? | Why do they make so much money?,2021-05-20,187147,9149,748
396,KZV5OS3INY8,Tips from a Management Consultant to become more PRODUCTIVE! | Manage your time BETTER,2021-05-18,99227,2060,128
397,5c70QrCVH6E,MBA - 2 years versus 1 year | INSEAD vs. Harvard/Oxford vs. Wharton,2021-05-17,132371,2603,200
398,niEK_1Xwwws,How to THINK about Career and Money,2021-05-16,15978,762,40
399,msIaL-136i8,Elon dumps Bitcoin | Lessons for Investors | Warren Buffet&#39;s investment strategy,2021-05-15,10511,549,50
400,VBbgrnaP8yI,"FINANCE: Career Options | Investment Banking, Private Equity, Venture Capital | Degree Requirements",2021-05-14,61573,3016,285
401,ZPquLlQ_qR0,HIGHEST RECRUITMENT- Management Consulting! #shorts,2021-05-13,33377,835,41
402,LSuFcP29Ntw,"Make Rs. 1 CRORE from Rs. 15,000 monthly investment | LEARN TO INVEST!",2021-05-11,177592,6839,457
403,72RxiPBxzRY,BEST 1-YEAR MBA PROGRAMS #shorts,2021-04-27,8861,197,23
404,FEAHnilxy6w,DON&#39;T invest in stocks if you don&#39;t WANT to learn | Mutual Funds vs Stocks #financialeducation,2021-04-26,29829,1348,94
405,5KXueVtv2mk,STUDY ABROAD? | How to decide?,2021-04-25,28127,1302,284
406,SoPysgleHB8,Can Modi Ban Bitcoin (and other Cryptocurrencies?) | Government ban on Cryptocurrencies possible?,2021-04-22,4785,249,42
407,46HtE-ebk80,Get that job with an AWESOME VIDEO RESUME! | Top tips to make a good video resume,2021-04-21,22766,1543,76
408,87Qczya5HTU,How to become rich? | Learn to invest | Basics of Stock Market,2021-04-20,102837,4612,370
409,yJGky2gqpnU,How to impress your boss?| 4 TOP TECHNIQUES,2021-04-19,5191,345,43
410,s_-e0vwFPwA,Want to IMPRESS YOUR BOSS and get a HIGH RATING?| This is what you should do!,2021-04-17,14592,680,58
411,MnGoddRQ3qI,SMART READING-- Don&#39;t like reading books? This is what you need to do to read more effectively,2021-04-16,70740,2976,232
412,Nv1mbDVxGZc,CRYPTOS or CASH? | MY INVESTMENT STRATEGY,2021-04-09,10934,581,104
413,LVhpws4zGDc,GMAT | everything you need to know,2021-01-08,116843,5074,217
414,X_Gfx6rCBGY,"Social Impact Career Paths | Dalberg, World Bank, Non-Profit Organization jobs",2020-12-10,18234,944,71
415,khGAVJlqCcY,Ace your communication style!,2020-12-03,26964,1429,62
416,CsfrqOSn6og,Can this HEC MBA graduate get into McKinsey/BCG/Bain?,2020-08-24,16857,452,60
